transaction_id,timestamp,amount,transaction_hour,transaction_day,customer_age,customer_transaction_count_24h,customer_avg_amount,amount_deviation,is_new_device,is_new_location,distance_from_usual_location,failed_attempts_24h,transactions_last_10min,payment_method,merchant_category,customer_account_age_days,previous_chargebacks,ip_risk_score,device_risk_score,velocity_score,fraud_label
TXN104486,2026-09-01 11:55:48,1289.76,11,1,46,2,917.44,1.41,0,0,1.4,0,0,CREDIT_CARD,ecommerce,302,0,0.133,0.277,0.06,0
TXN104487,2026-09-01 04:28:50,896.57,4,1,51,2,738.22,1.21,0,0,7.5,3,0,UPI,gaming,82,0,0.282,0.061,0.06,0
TXN104488,2026-08-23 06:44:33,1573.03,6,6,22,3,608.81,2.58,0,0,5.6,0,2,UPI,utilities,99,0,0.32,0.178,0.49,0
TXN104489,2026-08-13 01:26:24,354.96,1,3,30,4,404.15,0.88,0,0,8.0,2,1,UPI,grocery,173,0,0.347,0.183,0.32,0
TXN104490,2026-08-09 18:25:55,1208.8,18,6,43,3,912.19,1.33,0,0,3.8,0,1,CREDIT_CARD,ecommerce,56,2,0.226,0.034,0.29,0
TXN104491,2026-08-17 19:16:42,1267.57,19,0,22,3,1368.78,0.93,0,0,0.3,0,1,CREDIT_CARD,electronics,324,0,0.17,0.18,0.29,0
TXN104492,2026-08-15 03:33:05,2103.72,3,5,56,6,1531.59,1.37,0,0,5.4,1,1,UPI,utilities,8,0,0.059,0.011,0.38,0
TXN104493,2026-08-12 02:38:19,768.05,2,2,35,4,2003.56,0.38,0,0,10.8,0,1,UPI,travel,145,0,0.029,0.27,0.32,0
TXN104494,2026-08-22 11:26:40,410.92,11,5,26,3,264.26,1.55,0,0,0.3,1,0,UPI,grocery,217,0,0.479,0.187,0.09,0
TXN104495,2026-08-27 16:41:48,1038.5,16,3,40,2,2077.99,0.5,0,0,6.7,0,0,CREDIT_CARD,ecommerce,209,0,0.428,0.164,0.06,0
TXN104496,2026-09-02 07:07:30,26450.51,7,2,48,4,16129.15,1.64,0,0,6.2,0,3,UPI,electronics,924,0,0.224,0.442,0.72,0
TXN104497,2026-08-30 17:17:54,5389.95,17,6,20,3,5115.27,1.05,1,0,1.8,0,0,CREDIT_CARD,grocery,615,0,0.372,0.102,0.09,0
TXN104498,2026-08-25 13:08:21,407.02,13,1,36,7,546.69,0.74,0,0,1.3,0,5,CREDIT_CARD,grocery,412,0,0.152,0.442,1.0,0
TXN104499,2026-08-14 01:18:58,1556.75,1,4,38,2,5435.45,0.29,0,0,5.1,0,0,CREDIT_CARD,electronics,110,0,0.399,0.62,0.06,0
TXN104500,2026-08-14 08:38:29,1585.86,8,4,28,4,1268.91,1.25,0,0,10.3,0,0,UPI,electronics,765,0,0.651,0.32,0.12,1
TXN104501,2026-08-10 13:28:31,11585.06,13,0,37,1,5295.52,2.19,0,0,6.3,0,1,DEBIT_CARD,luxury,31,0,0.106,0.041,0.23,0
TXN104502,2026-08-26 09:11:13,1359.91,9,2,47,1,1453.78,0.94,0,0,9.4,0,0,DEBIT_CARD,utilities,6,0,0.088,0.423,0.03,0
TXN104503,2026-08-28 07:01:34,7917.67,7,4,23,9,3480.7,2.27,0,0,5.5,0,0,CREDIT_CARD,electronics,253,0,0.388,0.058,0.27,0
TXN104504,2026-08-24 22:05:33,3186.85,22,0,44,2,2480.14,1.28,0,0,4.0,0,0,CREDIT_CARD,grocery,2,0,0.164,0.367,0.06,0
TXN104505,2026-08-17 20:43:56,10244.09,20,0,30,3,2141.73,4.78,0,0,2.0,5,0,CREDIT_CARD,ecommerce,15,0,0.394,0.102,0.09,1
TXN104506,2026-09-01 20:31:07,2142.82,20,1,47,1,5175.22,0.41,0,1,46.1,0,0,UPI,gaming,181,0,0.467,0.232,0.03,0
TXN104507,2026-08-23 09:07:57,5847.37,9,6,38,2,1759.69,3.32,0,0,4.7,0,0,UPI,travel,96,0,0.251,0.337,0.06,0
TXN104508,2026-08-28 00:15:44,8021.86,0,4,49,4,3186.91,2.52,0,1,281.4,0,1,UPI,travel,200,0,0.074,0.016,0.32,0
TXN104509,2026-08-30 23:42:04,1788.74,23,6,44,1,2184.3,0.82,0,0,6.3,0,0,UPI,luxury,155,0,0.183,0.104,0.03,1
TXN104510,2026-08-09 13:26:10,878.28,13,6,29,1,1362.23,0.64,0,0,0.3,1,0,CREDIT_CARD,gaming,91,0,0.181,0.103,0.03,0
TXN104511,2026-08-25 00:26:03,408.34,0,1,18,1,570.21,0.72,0,0,6.4,0,0,UPI,ecommerce,47,0,0.217,0.482,0.03,0
TXN104512,2026-08-19 09:22:36,1833.91,9,2,18,2,619.22,2.96,0,0,9.9,0,0,UPI,ecommerce,1324,1,0.404,0.048,0.06,0
TXN104513,2026-08-19 09:10:43,1500.88,9,2,36,2,1890.67,0.79,0,0,4.1,0,0,UPI,gaming,56,0,0.282,0.337,0.06,0
TXN104514,2026-08-10 00:31:47,593.79,0,0,23,2,1887.46,0.31,0,0,8.1,0,0,UPI,electronics,339,0,0.071,0.102,0.06,0
TXN104515,2026-08-15 18:10:14,1275.53,18,5,47,5,619.79,2.06,0,1,165.3,1,3,NET_BANKING,electronics,350,0,0.322,0.221,0.75,0
TXN104516,2026-08-21 17:04:53,2738.02,17,4,29,3,5123.19,0.53,0,0,6.9,3,0,CREDIT_CARD,gaming,4,0,0.43,0.265,0.09,0
TXN104517,2026-08-15 17:43:02,917.34,17,5,51,3,2225.83,0.41,0,0,1.4,0,1,CREDIT_CARD,ecommerce,216,0,0.153,0.061,0.29,0
TXN104518,2026-08-10 16:45:50,483.12,16,0,37,1,602.87,0.8,0,0,6.5,0,0,CREDIT_CARD,ecommerce,98,0,0.179,0.186,0.03,0
TXN104519,2026-08-22 03:40:34,4933.03,3,5,30,3,5533.82,0.89,0,0,1.4,0,0,CREDIT_CARD,grocery,415,0,0.422,0.169,0.09,0
TXN104520,2026-08-22 21:13:33,909.09,21,5,37,4,2290.08,0.4,1,0,2.2,0,1,CREDIT_CARD,grocery,335,0,0.024,0.054,0.32,0
TXN104521,2026-08-08 09:16:47,1445.32,9,5,20,2,3179.11,0.45,0,0,4.5,0,0,UPI,ecommerce,1253,0,0.488,0.191,0.06,0
TXN104522,2026-09-03 02:21:05,364.02,2,3,46,3,1533.11,0.24,0,1,108.7,2,0,CREDIT_CARD,gaming,313,0,0.395,0.242,0.09,0
TXN104523,2026-08-09 14:27:52,1602.57,14,6,33,2,2961.14,0.54,0,0,6.0,0,0,UPI,grocery,157,0,0.076,0.428,0.06,0
TXN104524,2026-08-16 15:25:33,1059.38,15,6,35,3,1826.67,0.58,1,0,0.3,0,1,UPI,luxury,9,0,0.1,0.181,0.29,0
TXN104525,2026-08-13 07:39:20,1722.06,7,3,55,5,3083.48,0.56,0,0,3.7,0,1,UPI,ecommerce,117,0,0.307,0.111,0.35,0
TXN104526,2026-08-21 13:30:26,240.19,13,4,22,1,201.46,1.19,1,0,10.4,0,0,UPI,electronics,19,0,0.296,0.225,0.03,0
TXN104527,2026-08-23 22:48:23,3181.42,22,6,51,2,3106.08,1.02,0,0,10.5,0,0,UPI,ecommerce,57,0,0.348,0.033,0.06,0
TXN104528,2026-08-30 09:52:25,707.5,9,6,48,3,1023.06,0.69,0,0,1.6,3,0,DEBIT_CARD,utilities,127,0,0.178,0.408,0.09,0
TXN104529,2026-09-03 07:48:09,3896.05,7,3,42,2,3303.18,1.18,0,0,3.6,0,0,UPI,ecommerce,24,0,0.143,0.555,0.06,0
TXN104530,2026-08-20 23:28:05,1397.79,23,3,24,4,854.26,1.64,1,0,7.5,0,1,DEBIT_CARD,ecommerce,1429,0,0.097,0.098,0.32,0
TXN104531,2026-08-18 10:50:45,2039.95,10,1,49,1,1565.13,1.3,1,0,3.9,0,0,UPI,luxury,1312,0,0.078,0.24,0.03,0
TXN104532,2026-08-25 06:05:23,2689.7,6,1,43,3,2531.17,1.06,0,0,11.3,0,0,UPI,travel,26,0,0.123,0.231,0.09,0
TXN104533,2026-08-13 13:15:58,6627.53,13,3,28,4,3573.6,1.85,0,0,2.9,0,0,UPI,ecommerce,519,0,0.144,0.162,0.12,0
TXN104534,2026-08-24 13:00:53,4833.06,13,0,59,3,4301.35,1.12,1,1,252.6,0,0,UPI,grocery,411,0,0.247,0.188,0.09,1
TXN104535,2026-08-08 03:12:57,1073.81,3,5,19,2,536.73,2.0,0,0,0.0,3,1,UPI,ecommerce,107,0,0.489,0.127,0.26,0
TXN104536,2026-08-11 04:37:47,1916.35,4,1,19,3,760.3,2.52,1,0,4.3,0,0,CREDIT_CARD,gaming,12,0,0.096,0.222,0.09,0
TXN104537,2026-08-16 02:11:52,598.3,2,6,23,2,1068.05,0.56,0,1,175.6,2,0,UPI,grocery,682,0,0.123,0.222,0.06,0
TXN104538,2026-08-17 20:05:49,1079.19,20,0,49,1,1628.68,0.66,0,0,0.7,0,0,CREDIT_CARD,ecommerce,233,0,0.348,0.306,0.03,0
TXN104539,2026-08-31 13:49:14,1635.36,13,0,27,2,2186.71,0.75,0,0,7.9,0,0,UPI,electronics,137,0,0.437,0.239,0.06,0
TXN104540,2026-08-05 11:49:36,4005.19,11,2,32,1,3235.0,1.24,0,0,8.7,0,0,WALLET,ecommerce,392,0,0.165,0.524,0.03,0
TXN104541,2026-08-28 01:39:26,5836.57,1,4,45,8,3959.42,1.47,0,0,3.0,0,2,UPI,utilities,551,0,0.202,0.292,0.64,0
TXN104542,2026-08-19 16:00:15,1068.8,16,2,36,4,1283.26,0.83,0,0,8.5,5,1,DEBIT_CARD,ecommerce,634,0,0.246,0.066,0.32,0
TXN104543,2026-08-19 00:36:08,1746.44,0,2,50,6,1493.31,1.17,1,0,5.8,0,0,CREDIT_CARD,grocery,254,0,0.141,0.221,0.18,0
TXN104544,2026-09-02 11:15:47,2988.17,11,2,45,3,3171.45,0.94,0,0,3.6,0,0,CREDIT_CARD,utilities,721,0,0.144,0.216,0.09,0
TXN104545,2026-08-31 23:04:20,909.62,23,0,18,4,881.24,1.03,0,0,7.1,0,0,UPI,travel,1042,0,0.428,0.366,0.12,0
TXN104546,2026-08-10 06:22:08,2431.76,6,0,34,3,2083.02,1.17,1,0,8.0,1,3,UPI,electronics,37,0,0.184,0.341,0.69,0
TXN104547,2026-08-22 20:10:51,4408.44,20,5,43,1,2691.0,1.64,0,0,4.2,4,0,UPI,grocery,733,2,0.152,0.573,0.03,1
TXN104548,2026-08-20 10:36:43,1058.97,10,3,28,1,2283.69,0.46,1,0,1.4,0,0,UPI,ecommerce,117,0,0.01,0.225,0.03,0
TXN104549,2026-08-29 08:32:03,889.34,8,5,30,2,1104.37,0.81,0,0,10.1,0,0,UPI,grocery,452,0,0.293,0.346,0.06,0
TXN104550,2026-08-11 11:45:25,2184.73,11,1,43,3,1351.52,1.62,0,0,8.4,0,1,CREDIT_CARD,travel,179,0,0.09,0.19,0.29,0
TXN104551,2026-08-23 11:48:28,807.09,11,6,19,9,709.91,1.14,0,1,31.7,2,8,UPI,ecommerce,362,0,0.029,0.194,1.0,0
TXN104552,2026-09-01 13:24:30,399.13,13,1,65,2,715.83,0.56,1,1,512.6,0,0,DEBIT_CARD,ecommerce,133,0,0.256,0.265,0.06,0
TXN104553,2026-08-07 18:07:52,9994.54,18,4,38,2,4664.77,2.14,0,0,6.3,0,0,CREDIT_CARD,ecommerce,100,1,0.033,0.111,0.06,0
TXN104554,2026-08-08 20:29:09,524.14,20,5,41,3,908.24,0.58,0,0,9.9,0,0,NET_BANKING,gaming,566,0,0.034,0.212,0.09,0
TXN104555,2026-09-02 08:07:35,1644.28,8,2,60,2,2604.49,0.63,0,0,9.8,0,0,DEBIT_CARD,travel,85,0,0.401,0.197,0.06,0
TXN104556,2026-08-26 14:23:23,1458.78,14,2,18,2,905.83,1.61,0,0,5.2,3,0,UPI,ecommerce,151,0,0.229,0.243,0.06,0
TXN104557,2026-08-13 10:58:29,1721.69,10,3,27,2,1607.43,1.07,0,1,16.0,0,0,UPI,gaming,126,0,0.111,0.137,0.06,0
TXN104558,2026-08-21 02:54:24,1413.63,2,4,22,1,1522.2,0.93,0,0,9.2,0,0,DEBIT_CARD,ecommerce,516,0,0.256,0.453,0.03,0
TXN104559,2026-08-18 12:13:17,3120.01,12,1,45,4,2068.69,1.51,0,0,1.4,0,0,DEBIT_CARD,luxury,135,0,0.181,0.227,0.12,0
TXN104560,2026-08-25 02:46:07,1501.24,2,1,20,2,1432.46,1.05,0,0,2.2,0,1,NET_BANKING,travel,531,0,0.203,0.157,0.26,0
TXN104561,2026-09-03 10:15:30,325.11,10,3,30,4,578.71,0.56,0,0,2.8,0,0,NET_BANKING,ecommerce,501,0,0.242,0.179,0.12,0
TXN104562,2026-08-09 18:13:49,2221.7,18,6,45,5,2348.1,0.95,0,0,10.9,5,2,CREDIT_CARD,ecommerce,955,0,0.21,0.514,0.55,0
TXN104563,2026-08-15 02:27:32,2433.23,2,5,55,2,2695.41,0.9,0,0,6.2,0,1,CREDIT_CARD,travel,379,0,0.272,0.539,0.26,0
TXN104564,2026-08-06 12:13:21,1328.71,12,3,42,5,1418.14,0.94,0,0,4.1,0,3,NET_BANKING,electronics,24,0,0.113,0.448,0.75,0
TXN104565,2026-08-24 09:26:26,11048.66,9,0,52,5,10127.78,1.09,0,0,0.5,0,1,UPI,grocery,329,0,0.115,0.007,0.35,0
TXN104566,2026-08-06 17:52:42,490.36,17,3,28,3,273.45,1.79,0,0,2.8,0,0,CREDIT_CARD,ecommerce,42,0,0.262,0.141,0.09,0
TXN104567,2026-08-13 08:04:06,1144.63,8,3,29,3,1534.7,0.75,0,0,4.0,0,0,CREDIT_CARD,gaming,354,0,0.189,0.074,0.09,0
TXN104568,2026-08-26 23:59:05,559.69,23,2,27,2,521.86,1.07,1,0,8.6,0,0,UPI,gaming,5,0,0.262,0.193,0.06,0
TXN104569,2026-08-30 17:44:09,4942.88,17,6,46,4,1857.0,2.66,0,0,0.7,0,0,UPI,grocery,366,0,0.299,0.102,0.12,0
TXN104570,2026-09-03 04:22:47,4291.05,4,3,35,3,4748.46,0.9,0,0,5.7,0,0,DEBIT_CARD,luxury,74,0,0.117,0.542,0.09,0
TXN104571,2026-09-03 22:45:53,288.85,22,3,30,2,920.96,0.31,0,0,9.8,0,1,WALLET,ecommerce,138,0,0.485,0.274,0.26,0
TXN104572,2026-08-17 04:42:04,3073.77,4,0,27,1,1785.63,1.72,0,0,11.4,0,0,NET_BANKING,travel,78,0,0.104,0.198,0.03,0
TXN104573,2026-08-10 03:11:08,300.27,3,0,40,3,770.33,0.39,0,1,42.0,0,0,UPI,ecommerce,34,0,0.383,0.138,0.09,0
TXN104574,2026-08-10 05:57:56,292.91,5,0,59,2,474.34,0.62,0,0,10.2,0,0,DEBIT_CARD,grocery,18,0,0.158,0.017,0.06,0
TXN104575,2026-08-28 03:01:47,1212.59,3,4,35,8,2763.65,0.44,0,0,8.6,1,1,UPI,electronics,110,0,0.265,0.229,0.44,0
TXN104576,2026-09-01 04:06:42,1306.04,4,1,45,3,624.54,2.09,0,0,5.6,0,0,CREDIT_CARD,luxury,1800,0,0.254,0.217,0.09,0
TXN104577,2026-08-05 16:00:25,1731.98,16,2,22,1,1754.67,0.99,0,0,11.1,1,0,UPI,grocery,359,0,0.083,0.205,0.03,0
TXN104578,2026-08-16 04:32:02,9894.24,4,6,41,0,3892.62,2.54,0,0,7.8,0,0,UPI,utilities,223,0,0.019,0.015,0.0,0
TXN104579,2026-08-27 14:46:45,2069.85,14,3,52,3,2020.78,1.02,0,0,6.3,0,0,UPI,travel,423,0,0.08,0.179,0.09,0
TXN104580,2026-08-22 22:11:08,2932.97,22,5,37,1,7301.96,0.4,0,0,4.7,0,0,UPI,luxury,325,0,0.116,0.289,0.03,0
TXN104581,2026-08-19 11:29:26,2765.33,11,2,28,2,2131.31,1.3,0,0,6.9,0,0,NET_BANKING,ecommerce,289,0,0.295,0.204,0.06,0
TXN104582,2026-08-09 04:35:45,234.03,4,6,44,5,783.7,0.3,0,0,2.8,4,0,UPI,travel,538,0,0.038,0.081,0.15,0
TXN104583,2026-08-21 23:08:05,730.51,23,4,30,2,1515.5,0.48,0,0,1.3,0,0,UPI,gaming,246,0,0.067,0.104,0.06,0
TXN104584,2026-08-11 01:33:57,4587.84,1,1,21,3,5340.33,0.86,0,0,2.7,0,0,CREDIT_CARD,gaming,214,0,0.17,0.202,0.09,0
TXN104585,2026-08-14 08:49:51,3340.69,8,4,62,1,2030.8,1.65,0,0,1.9,0,0,NET_BANKING,ecommerce,454,0,0.439,0.223,0.03,0
TXN104586,2026-08-11 03:46:36,2424.17,3,1,42,4,1097.21,2.21,0,0,4.5,0,0,DEBIT_CARD,gaming,193,0,0.135,0.243,0.12,0
TXN104587,2026-08-07 12:05:27,589.75,12,4,41,5,994.57,0.59,0,0,3.0,3,0,NET_BANKING,luxury,329,0,0.108,0.343,0.15,0
TXN104588,2026-08-31 23:30:52,2903.37,23,0,18,1,1941.59,1.5,0,0,2.8,0,0,NET_BANKING,ecommerce,60,0,0.309,0.154,0.03,0
TXN104589,2026-08-06 22:05:54,706.94,22,3,23,2,1203.24,0.59,0,0,5.7,0,0,UPI,electronics,213,0,0.482,0.091,0.06,0
TXN104590,2026-08-08 18:17:33,606.57,18,5,44,2,521.11,1.16,1,0,1.9,0,0,UPI,electronics,437,0,0.034,0.134,0.06,0
TXN104591,2026-08-30 14:25:15,1848.56,14,6,33,2,1286.95,1.44,0,1,151.2,1,2,NET_BANKING,ecommerce,448,0,0.152,0.242,0.46,0
TXN104592,2026-08-31 03:10:19,1653.95,3,0,50,3,1787.81,0.93,0,0,10.5,0,0,CREDIT_CARD,grocery,668,0,0.077,0.052,0.09,0
TXN104593,2026-08-16 23:50:22,5260.65,23,6,38,4,2924.09,1.8,0,0,2.7,0,0,CREDIT_CARD,grocery,69,0,0.099,0.354,0.12,0
TXN104594,2026-08-25 17:29:34,953.28,17,1,32,1,2708.56,0.35,0,0,3.5,1,0,UPI,travel,637,0,0.073,0.424,0.03,0
TXN104595,2026-08-16 11:24:27,2674.38,11,6,18,6,3320.13,0.81,0,0,10.1,0,3,UPI,electronics,60,0,0.196,0.129,0.78,0
TXN104596,2026-08-29 14:30:02,1391.64,14,5,44,3,1388.25,1.0,1,0,1.7,0,0,CREDIT_CARD,utilities,48,0,0.086,0.074,0.09,0
TXN104597,2026-08-06 06:24:26,242.04,6,3,43,3,249.26,0.97,0,1,24.9,0,1,UPI,electronics,101,0,0.218,0.178,0.29,0
TXN104598,2026-08-08 16:50:37,3700.16,16,5,28,3,1972.03,1.88,0,0,2.2,0,1,UPI,grocery,137,0,0.312,0.09,0.29,0
TXN104599,2026-08-28 18:19:04,1669.54,18,4,36,1,3661.79,0.46,0,0,11.4,0,0,UPI,electronics,90,0,0.297,0.486,0.03,0
TXN104600,2026-08-11 13:39:51,545.14,13,1,35,2,841.46,0.65,0,0,8.6,0,0,DEBIT_CARD,ecommerce,358,0,0.158,0.116,0.06,1
TXN104601,2026-08-27 14:57:40,222.98,14,3,29,2,199.85,1.12,1,0,7.6,5,0,UPI,travel,76,0,0.196,0.197,0.06,0
TXN104602,2026-08-20 03:15:24,1680.71,3,3,43,2,6855.92,0.25,1,0,4.9,0,0,UPI,ecommerce,998,0,0.175,0.239,0.06,0
TXN104603,2026-08-10 15:29:41,2643.52,15,0,41,4,1298.96,2.04,0,1,246.4,1,1,DEBIT_CARD,travel,368,0,0.139,0.29,0.32,0
TXN104604,2026-08-22 14:00:41,1368.19,14,5,37,5,596.63,2.29,0,0,9.5,1,0,CREDIT_CARD,utilities,728,0,0.187,0.085,0.15,0
TXN104605,2026-08-31 15:45:41,3578.84,15,0,28,4,1600.82,2.24,0,0,3.0,0,1,DEBIT_CARD,luxury,10,0,0.203,0.146,0.32,0
TXN104606,2026-08-30 07:26:29,9039.64,7,6,43,1,10646.07,0.85,0,1,118.8,0,0,UPI,electronics,254,0,0.035,0.262,0.03,0
TXN104607,2026-08-15 16:36:53,4947.09,16,5,38,5,4978.06,0.99,0,0,8.0,1,0,NET_BANKING,ecommerce,1,0,0.012,0.055,0.15,1
TXN104608,2026-08-23 15:14:34,3310.28,15,6,53,1,2952.77,1.12,0,0,2.4,0,0,DEBIT_CARD,travel,249,0,0.131,0.333,0.03,0
TXN104609,2026-08-08 20:36:42,5158.1,20,5,26,3,1458.67,3.54,1,0,3.1,0,2,DEBIT_CARD,ecommerce,12,0,0.098,0.059,0.49,0
TXN104610,2026-08-15 00:53:24,2500.88,0,5,27,7,3511.58,0.71,0,0,7.9,1,5,NET_BANKING,ecommerce,59,0,0.051,0.389,1.0,0
TXN104611,2026-08-09 14:23:24,561.79,14,6,46,3,1387.5,0.4,0,0,9.3,0,0,NET_BANKING,grocery,8,0,0.037,0.444,0.09,0
TXN104612,2026-08-20 17:54:02,2291.87,17,3,23,2,3648.23,0.63,0,0,4.1,0,0,UPI,grocery,507,0,0.246,0.077,0.06,0
TXN104613,2026-08-24 16:17:19,762.52,16,0,30,5,421.87,1.81,1,0,10.2,0,2,DEBIT_CARD,gaming,195,0,0.241,0.282,0.55,0
TXN104614,2026-08-15 03:00:42,732.88,3,5,41,2,1001.94,0.73,0,0,4.4,1,0,DEBIT_CARD,grocery,76,0,0.046,0.53,0.06,0
TXN104615,2026-08-31 06:47:34,3417.13,6,0,25,2,3483.98,0.98,0,0,2.1,0,0,NET_BANKING,travel,10,0,0.186,0.184,0.06,0
TXN104616,2026-08-27 19:48:44,2033.05,19,3,45,2,1376.49,1.48,1,0,1.8,0,1,UPI,travel,557,0,0.11,0.257,0.26,0
TXN104617,2026-09-02 06:38:46,893.78,6,2,32,1,1182.43,0.76,0,0,5.4,0,0,CREDIT_CARD,grocery,68,0,0.063,0.209,0.03,0
TXN104618,2026-08-29 02:36:59,4962.04,2,5,27,5,3108.42,1.6,0,0,10.3,0,3,CREDIT_CARD,travel,198,0,0.271,0.441,0.75,0
TXN104619,2026-08-21 22:23:35,7002.23,22,4,35,5,2721.0,2.57,0,0,2.0,0,3,UPI,ecommerce,30,0,0.022,0.178,0.75,0
TXN104620,2026-08-10 00:53:09,895.71,0,0,43,2,1201.73,0.75,1,1,239.2,5,0,UPI,utilities,145,0,0.409,0.108,0.06,1
TXN104621,2026-08-22 20:03:22,1530.36,20,5,30,2,2029.61,0.75,0,0,2.3,0,0,DEBIT_CARD,utilities,23,0,0.412,0.204,0.06,0
TXN104622,2026-08-20 04:36:51,8202.49,4,3,42,4,3605.27,2.28,0,0,8.0,1,0,NET_BANKING,ecommerce,502,0,0.32,0.115,0.12,0
TXN104623,2026-08-14 03:22:41,3919.4,3,4,29,2,2038.41,1.92,0,0,8.6,0,0,UPI,electronics,341,0,0.316,0.11,0.06,0
TXN104624,2026-08-23 17:09:55,1825.99,17,6,18,2,1663.33,1.1,0,0,9.6,0,0,NET_BANKING,ecommerce,66,0,0.031,0.23,0.06,0
TXN104625,2026-08-31 00:56:44,1758.04,0,0,30,2,1459.01,1.2,0,0,8.4,0,1,UPI,ecommerce,35,0,0.045,0.22,0.26,0
TXN104626,2026-08-05 18:49:32,688.39,18,2,36,2,1612.29,0.43,0,0,6.3,0,0,CREDIT_CARD,gaming,87,0,0.074,0.168,0.06,0
TXN104627,2026-08-29 19:37:31,693.42,19,5,30,2,1223.91,0.57,0,0,1.0,0,0,DEBIT_CARD,grocery,498,0,0.117,0.256,0.06,0
TXN104628,2026-08-20 06:22:51,1906.49,6,3,58,2,1190.14,1.6,0,0,7.6,0,0,DEBIT_CARD,travel,12,0,0.107,0.077,0.06,0
TXN104629,2026-08-09 16:55:12,5841.63,16,6,42,1,3102.25,1.88,0,0,0.1,0,0,CREDIT_CARD,ecommerce,501,0,0.418,0.172,0.03,0
TXN104630,2026-08-06 13:21:14,8546.67,13,3,61,4,11852.85,0.72,1,0,5.4,0,1,DEBIT_CARD,luxury,246,0,0.05,0.433,0.32,0
TXN104631,2026-08-11 01:01:41,2096.66,1,1,47,1,5548.83,0.38,0,0,2.1,0,0,UPI,grocery,548,1,0.446,0.152,0.03,0
TXN104632,2026-09-03 09:43:59,1589.74,9,3,18,1,1312.67,1.21,0,0,5.7,1,0,UPI,ecommerce,767,0,0.086,0.11,0.03,0
TXN104633,2026-08-16 23:28:34,213.25,23,6,19,3,225.75,0.94,0,1,134.6,0,0,DEBIT_CARD,utilities,128,0,0.306,0.394,0.09,0
TXN104634,2026-08-21 23:39:17,892.55,23,4,28,1,1243.78,0.72,1,0,0.8,0,0,UPI,travel,410,1,0.021,0.27,0.03,0
TXN104635,2026-08-29 03:51:52,1267.22,3,5,21,1,1345.83,0.94,0,0,7.0,0,0,UPI,gaming,355,0,0.106,0.196,0.03,0
TXN104636,2026-08-25 15:29:22,1165.07,15,1,33,0,2310.41,0.5,1,0,10.4,0,0,CREDIT_CARD,electronics,514,0,0.013,0.177,0.0,0
TXN104637,2026-08-24 09:45:39,1998.08,9,0,39,1,2479.78,0.81,0,0,0.6,0,0,UPI,luxury,286,0,0.096,0.284,0.03,0
TXN104638,2026-08-07 21:25:37,4311.63,21,4,36,3,6221.72,0.69,0,0,0.2,0,1,CREDIT_CARD,gaming,507,0,0.35,0.106,0.29,0
TXN104639,2026-08-10 00:24:17,3282.14,0,0,31,2,2031.97,1.62,0,0,1.4,1,0,DEBIT_CARD,luxury,245,0,0.01,0.063,0.06,0
TXN104640,2026-08-15 09:04:33,544.29,9,5,36,2,552.17,0.99,0,0,1.3,0,0,UPI,electronics,420,0,0.207,0.182,0.06,0
TXN104641,2026-08-20 23:53:56,5543.84,23,3,28,1,2453.14,2.26,0,0,1.1,0,0,UPI,electronics,93,0,0.097,0.227,0.03,0
TXN104642,2026-08-05 23:12:21,470.74,23,2,39,4,1214.03,0.39,0,0,5.0,0,0,WALLET,travel,526,0,0.431,0.42,0.12,0
TXN104643,2026-08-20 03:15:31,839.02,3,3,51,2,477.37,1.76,0,1,190.2,0,1,WALLET,utilities,629,0,0.157,0.077,0.26,0
TXN104644,2026-08-13 08:31:19,1057.7,8,3,34,4,540.93,1.96,0,0,8.6,0,2,CREDIT_CARD,travel,587,0,0.217,0.121,0.52,0
TXN104645,2026-08-07 20:06:29,237.5,20,4,19,1,354.57,0.67,0,0,5.0,0,0,CREDIT_CARD,electronics,77,0,0.008,0.083,0.03,0
TXN104646,2026-09-01 19:39:43,855.86,19,1,36,3,1249.62,0.68,0,0,9.3,0,0,UPI,luxury,94,0,0.055,0.006,0.09,0
TXN104647,2026-08-05 17:12:02,2156.46,17,2,27,2,1370.99,1.57,0,0,0.5,0,1,CREDIT_CARD,ecommerce,399,0,0.159,0.062,0.26,0
TXN104648,2026-08-06 23:12:43,1573.35,23,3,42,5,2392.62,0.66,0,0,9.6,0,0,DEBIT_CARD,utilities,268,0,0.105,0.027,0.15,0
TXN104649,2026-08-16 19:23:10,726.15,19,6,28,3,726.73,1.0,0,0,0.7,0,0,UPI,ecommerce,55,0,0.15,0.133,0.09,0
TXN104650,2026-08-14 00:34:29,931.55,0,4,62,2,206.88,4.5,0,0,0.7,0,0,UPI,ecommerce,263,0,0.201,0.211,0.06,0
TXN104651,2026-08-31 18:55:58,293.35,18,0,26,5,843.24,0.35,0,1,192.3,0,0,UPI,travel,1380,0,0.155,0.057,0.15,0
TXN104652,2026-09-03 07:58:13,24561.59,7,3,28,1,10833.3,2.27,0,0,5.9,1,0,UPI,ecommerce,552,0,0.364,0.265,0.03,0
TXN104653,2026-08-23 21:53:04,1235.33,21,6,33,3,1158.93,1.07,1,0,8.2,0,0,CREDIT_CARD,utilities,240,1,0.171,0.094,0.09,0
TXN104654,2026-08-25 04:48:26,8361.07,4,1,38,2,4656.21,1.8,0,0,1.6,0,0,WALLET,grocery,138,0,0.08,0.311,0.06,0
